Value,Quarter,Year,Age,Gender,Started,Profession,Grade,Company,City,Skill,Industry,SourceType,Created
1400000,1,2025,23,Male,2021,Product Analyst,Middle,Local,Astana,Дата аналитика | Data Analysis,E-Commerce,,2025-02-05 06:32:14
900000,1,2025,,,,System Administrator,Senior,Local,Almaty,,Авиа-компания,,2025-02-05 06:26:52
1620000,1,2025,25,PreferNotToSay,2016,Тимлид | Teamleader,Senior,Local,Almaty,Другое,Телеком,,2025-02-05 06:04:22
1100000,1,2025,,,,Project Manager,Senior,Local,Astana,,IT консалтинг,,2025-02-04 08:00:27
1350000,1,2025,22,Male,2021,DevOps,Senior,Local,Astana,.NET,Банк,,2025-02-04 07:47:33
300000,1,2025,,,,Frontend Developer,Junior,Local,Almaty,React,Банк,,2025-02-04 06:07:05
930000,1,2025,,,,Дата инженер | Data Engineer,Middle,Local,Astana,Data Warehouse | DWH,IT аутсорс/аутстафф,,2025-02-03 17:55:45
460000,1,2025,,,,Fullstack Developer,Middle,Local,Astana,.NET,Стартап,,2025-02-03 09:57:29
3667300,1,2025,31,Male,2015,Backend Developer,Senior,Foreign,Almaty,.NET,Продажи и маркетинг,,2025-02-03 08:12:55
2000000,1,2025,,,,Product Manager,Senior,Foreign,Almaty,,IT продукт,,2025-01-31 23:36:37
1872000,1,2025,,,,Frontend Developer,Senior,Foreign,Astana,React,IT аутсорс/аутстафф,,2025-01-31 10:07:29
1100000,1,2025,25,Male,2019,Backend Developer,Senior,Local,Astana,Laravel,HR системы,,2025-01-30 15:41:46
800000,1,2025,,,,Machine Learning Developer | ML разработчик,Middle,Local,Astana,Python,Другое | Other,,2025-01-30 10:10:49
950000,4,2024,,,,Quality Assurance (QA),Senior,Local,Almaty,Java,Нефть и газ,,2025-01-30 08:03:36
800000,1,2025,,,,Дата инженер | Data Engineer,Junior,Foreign,,Python,IT продукт,,2025-01-29 18:33:19
450000,1,2025,,,,Technical Support,Senior,Local,Almaty,,Банк,,2025-01-28 14:45:33
700000,1,2025,,,,Backend Developer,Middle,Local,Almaty,Python,IT консалтинг,,2025-01-28 10:11:31
320000,1,2025,,,,Frontend Developer,Junior,Local,Astana,React,IT продукт,,2025-01-28 06:05:21
1000000,1,2025,,,,Backend Developer,Senior,Local,Almaty,Node.js,Стартап,,2025-01-27 18:09:39
500000,1,2025,,,,Frontend Developer,Middle,Local,Astana,Javascript,IT продукт,,2025-01-27 15:43:48
1300000,1,2025,28,Male,2021,Frontend Developer,Middle,Local,Almaty,Vue,Финтех,,2025-01-27 15:09:04
260000,1,2025,,,,Product Manager,Junior,Foreign,Astana,,E-Commerce,,2025-01-27 13:36:17
300000,1,2025,,,,Frontend Developer,Junior,Local,Kyzylorda,Vue,IT аутсорс/аутстафф,,2025-01-27 13:25:08
1100000,1,2025,,,,Frontend Developer,Middle,Local,Almaty,Vue,Финтех,,2025-01-27 13:20:50
100000,1,2025,,,,Frontend Developer,Middle,Local,,React,IT аутсорс/аутстафф,,2025-01-27 07:07:59
1000000,1,2025,,,,Backend Developer,Middle,Local,Almaty,Golang,IT продукт,,2025-01-25 08:52:16
400000,4,2024,,,,Backend Developer,Junior,Local,Astana,Java,Другое | Other,,2025-01-24 21:03:03
1100000,1,2025,25,PreferNotToSay,2021,Backend Developer,Middle,Foreign,Astana,Java,Финтех,,2025-01-24 17:44:00
3500000,1,2025,,,,Backend Developer,Middle,Foreign,,Java,IT продукт,,2025-01-24 17:25:00
400000,1,2025,,,,Backend Developer,Junior,Local,Astana,Java,IT продукт,,2025-01-24 16:49:48
500000,1,2024,,,,Backend Developer,Middle,Local,Almaty,Laravel,IT аутсорс/аутстафф,,2025-01-24 16:14:11
180000,1,2025,,,,Исследователь UX/CX,Junior,Local,Almaty,,IT продукт,,2025-01-24 12:19:29
350000,1,2025,,,,Frontend Developer,Junior,Local,Astana,Javascript,Образование (Education),,2025-01-24 07:06:28
400000,1,2025,,,,IT Recruiter | Рекрутер,Junior,Local,Astana,,Логистика,,2025-01-23 08:02:20
300000,1,2025,,,,Frontend Developer,Junior,Local,Almaty,React,Издательство,,2025-01-23 07:26:10
1100000,1,2025,,,,Backend Developer,Middle,Local,Astana,Java,Государственное учреждение (Government),,2025-01-22 20:51:32
350000,1,2025,22,Female,2022,IT Recruiter | Рекрутер,Middle,Local,Almaty,.NET,IT продукт,,2025-01-22 10:29:23
700000,1,2025,,,,Chief Technical Officer (CTO),Lead,Local,Almaty,,E-Commerce,,2025-01-22 06:02:44
1000000,1,2025,,,,Product Analyst,Middle,Local,Almaty,,Туризм,,2025-01-21 09:58:14
1800000,1,2025,32,Male,2014,Fullstack Developer,Lead,Local,Almaty,.NET,Банк,,2025-01-20 19:51:22
1200000,1,2025,,,,Тимлид | Teamleader,Middle,Local,Astana,.NET,Другое | Other,,2025-01-20 15:23:43
513000,1,2025,,,,Fullstack Developer,Middle,Foreign,Almaty,.NET,IT консалтинг,,2025-01-20 12:37:40
1000000,1,2025,,,,Head Of Department,Lead,Foreign,Astana,.NET,Финтех,,2025-01-18 13:17:16
1800000,1,2025,,,,Product Owner,Lead,Local,Almaty,,IT продукт,,2025-01-17 10:58:59
2000000,1,2025,,,,iOS Developer,Senior,Local,Almaty,,Другое | Other,,2025-01-16 17:37:46
800000,1,2025,,,,Technical Support,Senior,Local,Almaty,,Финтех,,2025-01-15 11:31:54
710000,3,2024,,,,Исследователь UX/CX,Senior,Local,Almaty,Другое,IT продукт,,2025-01-15 07:35:07
620000,1,2025,,,,Game Designer,Junior,Local,Almaty,Unity (Gamedev),GameDev (Game development),,2025-01-15 07:14:10
460000,1,2025,,,,Исследователь UX/CX,Junior,Local,Almaty,,Банк,,2025-01-15 07:07:39
800000,1,2025,28,Male,2023,Исследователь UX/CX,Middle,Local,Almaty,,Банк,,2025-01-15 07:06:13
600000,1,2025,27,Female,2023,Исследователь UX/CX,Middle,Local,Almaty,,Телеком,,2025-01-15 06:05:14
1400000,1,2025,,,,Chief Product Officer (CPO),Middle,Local,Almaty,,Торговля (FMCG, Retail),,2025-01-14 16:48:05
1300000,1,2025,,,,Frontend Developer,Senior,Foreign,Almaty,React,IT аутсорс/аутстафф,,2025-01-14 14:59:44
650000,3,2024,,,,Product Owner,Middle,Local,Astana,,IT продукт,,2025-01-14 09:57:45
500000,1,2025,,,,IT HR,Middle,Local,Almaty,,IT продукт,,2025-01-14 08:46:06
200000,1,2025,,,,Frontend Developer,Trainee,Local,Astana,React,Web-студия,,2025-01-13 19:32:04
1150000,1,2025,,,,Quality Assurance (QA),Middle,Local,Almaty,Kotlin,IT продукт,,2025-01-13 12:51:12
700000,1,2025,,,,Quality Assurance (QA),Middle,Local,Almaty,.NET,Банк,,2025-01-13 12:50:54
600000,1,2025,,,,Backend Developer,Middle,Local,Astana,Java,IT продукт,,2025-01-13 06:58:05
500000,1,2025,,,,Frontend Developer,Middle,Local,Almaty,React,Продажи и маркетинг,,2025-01-12 09:22:27
300000,2,2024,,,,Backend Developer,Junior,Local,Astana,Java,Государственное учреждение (Government),,2025-01-12 03:52:53
350000,1,2025,,,,Backend Developer,Junior,Local,Almaty,Spring,Банк,,2025-01-11 19:22:24
1300000,1,2025,,,,Backend Developer,Middle,Local,Astana,Java,Банк,,2025-01-11 10:48:35
500000,1,2025,22,Male,2022,Backend Developer,Junior,Local,Almaty,Java,Финтех,,2025-01-11 10:37:15
1500000,1,2025,,,,Backend Developer,Senior,Local,,PHP,IT продукт,,2025-01-11 02:11:25
800000,1,2025,,,,UI/UX Designer,Senior,Local,Almaty,Swift,Финтех,,2025-01-10 19:50:54
150000,1,2025,,,,Customer Support,Junior,Foreign,Astana,,HR системы,,2025-01-10 19:39:14
1300000,1,2024,,,,Backend Developer,Senior,Local,Astana,Java,Телеком,,2025-01-10 12:18:15
1000000,1,2025,,,,Backend Developer,Senior,Local,Astana,Java,Государственное учреждение (Government),,2025-01-10 08:45:31
650000,1,2025,22,Male,2023,Backend Developer,Middle,Local,Almaty,Java,Телеком,,2025-01-10 07:53:12
2100000,1,2025,,,,Backend Developer,Lead,Local,Astana,Java,IT аутсорс/аутстафф,,2025-01-10 07:52:53
900000,1,2025,,,,Backend Developer,Middle,Local,Astana,Java,IT аутсорс/аутстафф,,2025-01-10 07:47:14
1100000,1,2025,,,,Android Developer,Senior,Local,Astana,Android,IT продукт,,2025-01-10 06:33:20
970000,1,2025,,,,Quality Assurance (QA),Middle,Local,Astana,,Телеком,,2025-01-09 20:54:02
1350000,3,2024,,,,Mobile Developer,Middle,Local,Astana,Swift,IT продукт,,2025-01-09 09:47:46
170000,1,2025,,,,Frontend Developer,Junior,Local,Almaty,React,IT аутсорс/аутстафф,,2025-01-09 08:10:12
850000,1,2025,29,Female,2019,Quality Assurance (QA),Middle,Local,Astana,,IT продукт,,2025-01-09 07:35:35
2500000,1,2025,27,Male,2017,Backend Developer,Senior,Foreign,Almaty,Другое,IT аутсорс/аутстафф,,2025-01-09 06:07:31
1500000,1,2025,,,,Quality Assurance (QA),Lead,Local,Almaty,Java,E-Commerce,,2025-01-09 05:21:05
1700000,1,2025,,,,Mobile Developer,Middle,Local,Almaty,Swift,IT продукт,,2025-01-09 04:00:37
1500000,1,2025,,,,Backend Developer,Lead,Local,Astana,Python,Стартап,,2025-01-08 23:34:19
1800000,1,2025,,,,iOS Developer,Senior,Local,Almaty,Swift,Телеком,,2025-01-08 19:26:58
250000,1,2024,,,,Тестировщик (Tester),Junior,Local,Almaty,,IT продукт,,2025-01-08 18:12:48
1500000,4,2024,34,Male,2011,Тимлид | Teamleader,Lead,Local,Almaty,Laravel,IT аутсорс/аутстафф,,2025-01-08 13:28:36
1100000,1,2025,,,,Product Manager,Middle,Local,Almaty,,Финтех,,2025-01-08 13:22:55
1000000,1,2025,,,,Quality Assurance (QA),Senior,Foreign,Astana,,IT аутсорс/аутстафф,,2025-01-08 13:09:55
600000,1,2025,,,,Frontend Developer,Middle,Local,Almaty,React Native,IT продукт,,2025-01-08 11:00:51
1400000,1,2025,,,,Android Developer,Middle,Local,Almaty,Kotlin,Торговля (FMCG, Retail),,2025-01-08 10:23:27
500000,1,2025,,,,Маркетинговый аналитик,Middle,Local,Astana,,IT продукт,,2025-01-08 10:11:01
750000,1,2025,,,,Системный аналитик | System Analyst,Middle,Local,Astana,Python,Другое | Other,,2025-01-08 09:39:45
550000,1,2025,,,,Frontend Developer,Middle,Local,Almaty,Vue,IT продукт,,2025-01-08 09:29:02
850000,1,2025,,,,Quality Assurance (QA),Middle,Local,Almaty,,Банк,,2025-01-08 09:02:19
1100000,1,2025,,,,Backend Developer,Middle,Foreign,Astana,Laravel,Финтех,,2025-01-08 08:42:21
2000000,2,2024,,,,Computer vision engineer,Middle,Foreign,Astana,Python,Другое | Other,,2025-01-08 08:34:06
793000,1,2025,,,,Quality Assurance (QA),Middle,Local,Almaty,,Банк,,2025-01-08 08:32:53
350000,1,2025,,,,DevOps,Junior,Foreign,Atyrau,Python,IT аутсорс/аутстафф,,2025-01-08 08:32:38
750000,4,2024,,,,Тестировщик (Tester),Middle,Local,Almaty,,Банк,,2025-01-08 08:28:17
1000000,1,2025,,,,Product Analyst,Middle,Local,Astana,,Финтех,,2025-01-08 08:13:39
700000,1,2025,,,,Backend Developer,Middle,Local,Astana,Java,Государственное учреждение (Government),,2025-01-08 07:28:09
1100000,1,2025,,,,Backend Developer,Senior,Local,Almaty,Spring,Финтех,,2025-01-08 07:23:42
1980000,4,2024,,,,Fullstack Developer,Senior,Local,Astana,Java,Государственное учреждение (Government),,2025-01-08 07:21:00
1200000,1,2025,,,,Frontend Developer,Middle,Local,Almaty,React,HR системы,,2025-01-08 07:15:22
520000,1,2025,,,,UI/UX Designer,Middle,Local,Almaty,,IT продукт,,2025-01-08 07:14:33
1100000,1,2025,,,,Дата аналитик | Data Analyst,Middle,Local,Almaty,Python,IT продукт,,2025-01-08 07:04:15
800000,1,2025,,,,Product Manager,Middle,Local,Astana,,IT консалтинг,,2025-01-08 07:03:57
900000,1,2025,,,,iOS Developer,Middle,Local,Almaty,Swift,Финтех,,2025-01-08 07:01:43
500000,1,2025,,,,UX Designer,Junior,Local,Almaty,,IT продукт,,2025-01-08 07:00:37
1200000,1,2024,,,,Fullstack Developer,Senior,Local,Almaty,Java,Банк,,2025-01-08 06:53:01
990000,1,2025,,,,Frontend Developer,Middle,Local,Almaty,React,Промышленность,,2025-01-08 06:52:35
580000,1,2025,,,,Frontend Developer,Middle,Local,Almaty,React,Банк,,2025-01-08 06:51:24
220000,4,2024,,,,Quality Assurance (QA),Junior,Local,Almaty,Python,Телеком,,2025-01-08 06:51:15
1900000,1,2025,,,,Head Of Department,Lead,Local,Almaty,,Логистика,,2025-01-08 06:50:55
1200000,1,2025,22,Male,2022,Backend Developer,Middle,Local,Almaty,Java,Банк,,2025-01-08 06:46:39
918000,1,2025,23,Male,2019,Frontend Developer,Lead,Local,Karaganda,Javascript,Финтех,,2025-01-08 06:45:20
800000,1,2025,,,,Product Manager,Middle,Local,Almaty,,Образование (Education),,2025-01-08 06:45:13
1500000,1,2025,,,,Frontend Developer,Senior,Local,Almaty,Typescript,Банк,,2025-01-08 06:45:02
800000,4,2024,,,,Product Manager,Middle,Local,Almaty,,Продажи и маркетинг,,2025-01-08 06:44:33
200000,1,2025,,,,Fullstack Developer,Junior,Local,Astana,Golang,IT продукт,,2025-01-08 06:44:23
1100000,1,2025,,,,Frontend Developer,Senior,Local,Astana,React,Государственное учреждение (Government),,2025-01-08 06:43:49
500000,1,2025,,,,IT HR,Middle,Local,Almaty,,IT продукт,,2025-01-08 06:43:13
1900000,1,2025,,,,Frontend Developer,Senior,Local,Almaty,Vue,IT продукт,,2025-01-08 06:41:33
1400000,1,2025,,,,Chief Executive Officer (CEO),Middle,Local,Astana,Java,IT продукт,,2025-01-08 06:40:37
1500000,1,2025,,,,Frontend Developer,Lead,Local,Almaty,React,Финтех,,2025-01-08 06:40:31
1000000,1,2025,,,,Риск аналитик,Middle,Local,Almaty,Дата аналитика | Data Analysis,Финтех,,2025-01-07 18:19:39
900000,4,2024,,,,Backend Developer,Middle,Local,Almaty,Java,Финтех,,2024-12-29 10:12:37
3664238,4,2024,,,,Frontend Developer,Senior,Foreign,Almaty,Typescript,IT продукт,,2024-12-28 08:29:06
700000,4,2024,,,,Frontend Developer,Middle,Local,Astana,React,HR системы,,2024-12-27 04:41:03
800000,4,2024,,,,Product Designer,Middle,Local,Almaty,,IT продукт,,2024-12-26 19:44:27
1700000,4,2024,30,Male,2016,Техлид (Techleader),Senior,Local,Almaty,Java,Финтех,,2024-12-25 13:41:40
1200000,4,2024,,,,Backend Developer,Middle,Local,Almaty,Java,Финтех,,2024-12-25 13:22:08
350000,4,2024,22,Male,2022,Backend Developer,Junior,Local,Almaty,Java,Финтех,,2024-12-25 13:15:05
200000,4,2024,,,,Project Manager,Junior,Local,Astana,,IT продукт,,2024-12-24 08:02:55
800000,4,2024,,,,Quality Assurance (QA),Middle,Local,Almaty,Java,Финтех,,2024-12-22 09:20:54
300000,4,2024,,,,DevRel (Developer Relations),Middle,Foreign,,Machine Learning | ML,IT консалтинг,,2024-12-19 23:55:57
100000,4,2024,,,,Technical Support,Junior,Local,,,Банк,,2024-12-19 12:51:43
890000,4,2024,,,,Product Owner,Senior,Local,Astana,,IT продукт,,2024-12-19 12:22:30
1300000,4,2024,,,,Product Manager,Senior,Local,Almaty,,Банк,,2024-12-19 12:09:04
800000,4,2024,,,,Дата аналитик | Data Analyst,Middle,Local,Karaganda,Дата аналитика | Data Analysis,Финтех,,2024-12-19 10:30:02
800000,4,2024,,,,Project Manager,Senior,Local,Astana,Другое,Финтех,,2024-12-19 07:03:33
1800000,4,2024,,,,Chief Product Officer (CPO),Lead,Local,Almaty,Другое,Телеком,,2024-12-19 06:52:21
900000,4,2024,,,,Project Manager,Middle,Local,Astana,.NET,Строительная компания,,2024-12-19 06:43:53
1000000,4,2024,,,,Product Manager,Senior,Local,Almaty,,Банк,,2024-12-19 06:26:42
1600000,4,2024,,,,Product Manager,Senior,Local,Astana,,E-Commerce,,2024-12-18 16:51:59
1200000,4,2024,,,,Product Manager,Middle,Local,Almaty,,IT продукт,,2024-12-18 16:42:33
650000,4,2024,,,,Business Analyst (BA),Middle,Local,Almaty,,Финтех,,2024-12-18 16:30:59
500000,4,2024,,,,Business Analyst (BA),Middle,Local,Astana,,E-Commerce,,2024-12-18 09:44:20
1900000,4,2024,38,Male,2006,Frontend Developer,Senior,Local,Almaty,Vue,IT продукт,,2024-12-17 04:59:46
800000,4,2024,,,,Frontend Developer,Middle,Local,Almaty,Vue,Финтех,,2024-12-16 12:27:42
803500,4,2024,,,,Frontend Developer,Middle,Local,Almaty,Vue,Авиа-компания,,2024-12-15 07:37:25
715000,4,2024,21,Female,2022,Frontend Developer,Middle,Local,Almaty,React,Банк,,2024-12-15 06:24:50
1500000,4,2024,,,,Frontend Developer,Senior,Local,Astana,React,Банк,,2024-12-12 11:42:36
150000,4,2024,,,,Quality Assurance (QA),Trainee,Local,Astana,Typescript,IT продукт,,2024-12-12 10:32:29
300000,4,2024,,,,System Administrator,Middle,Local,Almaty,,Логистика,,2024-12-11 19:30:45
850000,4,2024,,,,Quality Assurance (QA),Lead,Local,Almaty,,Финтех,,2024-12-09 17:15:44
1000000,4,2024,,,,Chief Executive Officer (CEO),Lead,Local,Almaty,,Телеком,,2024-12-09 04:07:35
1300000,4,2024,46,Male,1997,DevOps,Middle,Foreign,Almaty,,СМИ (Средства массовой информации),,2024-12-08 04:15:21
402000,4,2024,,,,Системный аналитик | System Analyst,Junior,Local,Almaty,,Телеком,,2024-12-07 09:14:19
400000,4,2024,,,,Project Manager,Middle,Local,Almaty,,Web-студия,,2024-12-06 13:36:56
1000000,4,2024,,,,Системный аналитик | System Analyst,Middle,Local,Astana,Другое,Телеком,,2024-12-06 09:28:41
1210000,4,2024,,,,Дата инженер | Data Engineer,Senior,Local,Almaty,Python,Авиа-компания,,2024-12-06 07:51:20
500000,4,2024,,,,Дата инженер | Data Engineer,Junior,Local,Almaty,Python,Телеком,,2024-12-06 07:41:05
600000,4,2024,,,,Quality Assurance (QA),Middle,Local,Almaty,Java,Финтех,,2024-12-06 07:22:20
720000,4,2024,,,,Системный аналитик | System Analyst,Middle,Local,Almaty,Другое,Банк,,2024-12-05 18:20:02
1200000,4,2024,,,,BI аналитик | BI Analyst,Middle,Local,Astana,,Финтех,,2024-12-05 00:18:01
1200000,4,2024,,,,Backend Developer,Middle,Foreign,Almaty,Golang,Банк,,2024-12-04 13:22:45
400000,4,2024,,,,Frontend Developer,Middle,Local,Karaganda,React,Финтех,,2024-12-04 12:28:30
350000,4,2024,,,,Fullstack Developer,Trainee,Local,Almaty,React,Банк,,2024-12-03 13:41:23
600000,4,2024,,,,System Administrator,Middle,Local,Almaty,,Телеком,,2024-12-03 10:23:57
240000,4,2024,,,,Системный аналитик | System Analyst,Junior,Local,Astana,,Государственное учреждение (Government),,2024-12-03 10:03:13
450000,4,2024,,,,iOS Developer,Junior,Foreign,Astana,Swift,IT аутсорс/аутстафф,,2024-12-03 07:04:02
300000,4,2024,,,,Backend Developer,Junior,Local,,Java,IT продукт,,2024-12-03 01:26:11
750000,4,2024,28,Male,2022,Backend Developer,Middle,Local,Shymkent,Ruby,IT продукт,,2024-12-02 11:45:12
1200000,4,2024,,,,Frontend Developer,Middle,Foreign,Astana,Java,Web-студия,,2024-11-30 17:42:30
650000,4,2024,23,Male,2022,Product Designer,Middle,Local,Almaty,,Стартап,,2024-11-29 21:11:12
550000,4,2024,,,,Дата аналитик | Data Analyst,Junior,Local,Karaganda,.NET,Продажи и маркетинг,,2024-11-29 11:12:34
910000,4,2024,,,,Дата инженер | Data Engineer,Senior,Local,Almaty,Java,Финтех,,2024-11-28 18:03:26
400000,4,2024,,,,Business Analyst (BA),Junior,Local,Almaty,ERP Systems,Логистика,,2024-11-28 16:27:02
770000,4,2024,22,Female,2022,BI Developer,Middle,Local,Astana,BI,Строительная компания,,2024-11-28 12:49:09
1200000,4,2024,,,,iOS Developer,Middle,Local,Almaty,Swift,Банк,,2024-11-28 09:46:28
600000,4,2024,,,,Quality Assurance (QA),Middle,Local,Almaty,Java,Авиа-компания,,2024-11-28 03:50:35
660000,4,2024,,,,Backend Developer,Middle,Local,Almaty,.NET,Авиа-компания,,2024-11-28 03:46:15
1800000,4,2024,,,,Дата инженер | Data Engineer,Lead,Local,,,Банк,,2024-11-28 01:40:44
350000,4,2024,,,,Product Manager,Junior,Local,Almaty,.NET,Финтех,,2024-11-27 15:33:33
800000,4,2024,26,Male,2023,Quality Assurance (QA),Middle,Local,Almaty,Python,IT продукт,,2024-11-27 13:27:05
750000,4,2024,,,,PL/SQL разработчик,Middle,Local,Almaty,Другое,Банк,,2024-11-27 11:37:43
300000,4,2024,,,,iOS Developer,Trainee,Local,Astana,Flutter,Продажи и маркетинг,,2024-11-27 08:44:56
250000,4,2024,,,,Technical Support,Middle,Local,Almaty,,Телеком,,2024-11-27 08:21:37
150000,4,2024,,,,DevOps,Trainee,Local,Almaty,Python,Телеком,,2024-11-26 21:04:42
250000,4,2024,,,,UI Designer,Junior,Local,Almaty,,Digital агентство,,2024-11-26 20:06:07
921000,4,2024,,,,Technical Support,Senior,Local,Almaty,,Банк,,2024-11-26 18:37:53
200000,4,2024,,,,Дата аналитик | Data Analyst,Junior,Local,Astana,BI,IT консалтинг,,2024-11-26 17:38:38
700000,4,2024,,,,Product Analyst,Middle,Local,Almaty,Дата аналитика | Data Analysis,Телеком,,2024-11-26 14:08:56
1200000,4,2024,,,,Системный аналитик | System Analyst,Middle,Local,Astana,,IT продукт,,2024-11-25 17:39:08
1900000,4,2024,46,Male,2000,DevOps,Senior,Foreign,Almaty,,IT продукт,,2024-11-25 15:13:04
900000,4,2024,,,,Backend Developer,Middle,Local,Astana,Python,IT аутсорс/аутстафф,,2024-11-25 10:13:32
500000,4,2024,,,,Frontend Developer,Middle,Local,Almaty,React,Продажи и маркетинг,,2024-11-25 09:50:52
1050000,4,2024,25,Male,2022,Системный аналитик | System Analyst,Middle,Local,Almaty,,Телеком,,2024-11-25 07:39:35
900000,4,2024,,,,Product Designer,Middle,Local,Astana,,Образование (Education),,2024-11-25 07:30:57
270000,4,2024,,,,Дата аналитик | Data Analyst,Junior,Local,Almaty,Python,Медицина,,2024-11-22 09:13:45
400000,4,2024,,,,DevOps,Junior,Local,Almaty,Другое,Финтех,,2024-11-21 15:56:21
900000,4,2024,,,,Backend Developer,Middle,Local,Almaty,Java,Финтех,,2024-11-21 13:35:29
2700000,4,2024,,,,Backend Developer,Lead,Foreign,Astana,Golang,Стартап,,2024-11-20 14:58:24
2000000,4,2024,,,,Техлид (Techleader),Lead,Local,Astana,Golang,IT продукт,,2024-11-19 11:59:22
600000,4,2024,,,,UI/UX Designer,Middle,Local,Almaty,,IT продукт,,2024-11-18 12:48:55
300000,4,2024,,,,Frontend Developer,Trainee,Local,Karaganda,Java,IT продукт,,2024-11-17 12:54:22
1200000,4,2024,,,,Frontend Developer,Middle,Local,Almaty,React,HR системы,,2024-11-15 18:20:49
700000,4,2024,,,,Flutter developer,Senior,Local,Astana,Dart,Банк,,2024-11-15 11:36:51
700000,4,2024,,,,DevSecOps,Middle,Local,Almaty,Другое,Стартап,,2024-11-14 12:19:26
600000,4,2024,,,,Backend Developer,Middle,Local,Astana,Java,IT аутсорс/аутстафф,,2024-11-14 08:55:17
2000000,4,2024,23,Male,2024,Backend Developer,Middle,Foreign,Almaty,Golang,Стартап,,2024-11-14 06:34:22
400000,4,2024,,,,Frontend Developer,Middle,Local,Almaty,Angular,Банк,,2024-11-13 16:16:48
300000,4,2024,,,,Системный аналитик | System Analyst,Junior,Local,Astana,Дата аналитика | Data Analysis,IT аутсорс/аутстафф,,2024-11-12 13:10:28
400000,4,2024,,,,Business Analyst (BA),Middle,Local,Astana,Дата аналитика | Data Analysis,IT продукт,,2024-11-12 10:23:26
280000,4,2024,,,,Backend Developer,Junior,Foreign,Astana,Laravel,IT аутсорс/аутстафф,,2024-11-12 10:12:08
1400000,4,2024,,,,Security Analyst,Middle,Foreign,Almaty,,IT продукт,,2024-11-12 09:49:15
300000,4,2024,,,,Data miner,Junior,Foreign,Astana,,IT аутсорс/аутстафф,,2024-11-12 07:15:47
2000000,4,2024,,,,Backend Developer,Senior,Foreign,Astana,Node.js,IT аутсорс/аутстафф,,2024-11-12 07:09:33
300000,4,2024,,,,Дата аналитик | Data Analyst,Middle,Local,Astana,Дата аналитика | Data Analysis,IT аутсорс/аутстафф,,2024-11-12 06:42:25
600000,4,2024,,,,Quality Assurance (QA),Middle,Local,Astana,Python,Промышленность,,2024-11-12 06:36:31
600000,4,2024,,,,Backend Developer,Middle,Local,Astana,Django,Образование (Education),,2024-11-12 06:35:44
350000,4,2024,,,,Дата аналитик | Data Analyst,Junior,Local,Astana,Python,Телеком,,2024-11-12 06:33:59
1350000,4,2024,,,,Backend Developer,Middle,Foreign,Astana,Golang,Банк,,2024-11-12 06:32:24
500000,4,2024,,,,Дата аналитик | Data Analyst,Junior,Local,Astana,Python,Медицина,,2024-11-12 06:28:51
450000,4,2024,,,,Flutter developer,Junior,Local,Almaty,Flutter,Финтех,,2024-11-12 06:23:16
450000,4,2024,,,,Data Scientist,Junior,Local,Astana,Python,Государственное учреждение (Government),,2024-11-12 06:22:56
121000,4,2024,,,,DevOps,Junior,Local,Astana,Python,Государственное учреждение (Government),,2024-11-12 06:22:44
1200000,4,2024,22,Male,2021,Backend Developer,Senior,Local,Almaty,Java,Банк,,2024-11-12 06:12:03
1500000,4,2024,,,,Backend Developer,Middle,Foreign,Astana,Golang,E-Commerce,,2024-11-12 05:47:12
300000,4,2024,,,,Business Analyst (BA),Junior,Local,Astana,,IT консалтинг,,2024-11-11 17:06:34
210000,4,2024,,,,Дата аналитик | Data Analyst,Trainee,Local,Almaty,Другое,Другое | Other,,2024-11-11 13:58:05
300000,4,2024,,,,Quality Assurance (QA),Junior,Local,Astana,Java,Строительная компания,,2024-11-11 13:16:54
450000,4,2024,,,,IT HR,Middle,Local,Almaty,,IT продукт,,2024-11-11 12:40:32
1000000,4,2024,,,,IT Recruiter | Рекрутер,Junior,Local,Almaty,Laravel,Банк,,2024-11-11 08:53:29
800000,4,2024,,,,Backend Developer,Middle,Local,Almaty,Django,Финтех,,2024-11-11 05:01:04
140000,4,2024,,,,Frontend Developer,Junior,Foreign,Astana,React,IT продукт,,2024-11-10 04:08:03
350000,4,2024,,,,Тестировщик (Tester),Junior,Foreign,Astana,Java,IT аутсорс/аутстафф,,2024-11-09 14:30:44
200000,3,2024,,,,Backend Developer,Junior,Local,Astana,Python,Агропромышленность,,2024-11-09 13:49:42
200000,4,2024,,,,Frontend Developer,Trainee,Local,Almaty,React,Финтех,,2024-11-09 12:59:51
1400000,4,2024,,,,Fullstack Developer,Middle,Foreign,Astana,Typescript,Финтех,,2024-11-09 12:28:06
350000,4,2024,,,,Mobile Developer,Junior,Local,Astana,Flutter,Финтех,,2024-11-09 11:53:18
600000,4,2024,25,Male,2018,Backend Developer,Middle,Local,Shymkent,PHP,Телеком,,2024-11-08 19:13:28
540000,4,2024,,,,Project Manager,Middle,Local,Astana,,Телеком,,2024-11-08 12:23:49
250000,4,2024,,,,Дата инженер | Data Engineer,Junior,Local,Astana,Python,Финтех,,2024-11-08 07:43:53
245000,4,2024,,,,Technical Support,Middle,Local,Astana,Дата аналитика | Data Analysis,Государственное учреждение (Government),,2024-11-07 08:21:12
1200000,4,2024,,,,UI/UX Designer,Middle,Local,Almaty,Flutter,Банк,,2024-11-06 18:02:03
120000,4,2024,,,,Дата аналитик | Data Analyst,Trainee,Local,Almaty,Python,Образование (Education),,2024-11-06 16:41:32
